target_id	length	eff_length	est_counts	tpm
ENST00000632959.1	439	190	750.528	64.1105
ENST00000620764.2	412	163	779.248	77.5897
ENST00000633988.1	432	183	2055.53	182.301
ENST00000632457.1	382	133.001	1014.86	123.842
ENST00000619078.2	495	246	2392.26	157.83
ENST00000632173.1	434	185	3.73635	0.327787
ENST00000633040.1	435	186	84.9832	7.41543
ENST00000632846.1	429	180	21.5243	1.94076
ENST00000633602.1	439	190	124.092	10.6
ENST00000614315.1	303	56.5345	40.4425	11.6102
ENST00000632296.1	432	183	545.388	48.3693
ENST00000633446.1	411	162	885.026	88.666
ENST00000632614.1	414	165	719.275	70.7501
ENST00000560724.3	378	129.001	341.179	42.9244
ENST00000632052.1	356	107.022	0	0
ENST00000631785.1	427	178	0.000114371	1.04282e-05
ENST00000631708.1	439	190	257.619	22.006
ENST00000632960.1	457	208	421.513	32.89
ENST00000633987.1	589	340	9113.74	435.044
ENST00000632005.1	434	185	28.8094	2.52743
ENST00000633570.1	349	100.049	607.664	98.5751
ENST00000615784.2	353	104.031	0	0
ENST00000633400.1	431	182	53.0977	4.735
ENST00000631379.1	417	168	387.623	37.4469
ENST00000632882.1	414	165	228.773	22.5028
ENST00000632211.1	439	190	287.294	24.5408
ENST00000632105.1	657	408	1357.35	53.9944
ENST00000632630.1	432	183	1634.61	144.971
ENST00000633299.1	417	168	1111.06	107.336
ENST00000633350.1	417	168	816.708	78.8994
ENST00000390282.2	419	170	197	18.8076
ENST00000390287.2	365	116.007	998	139.624
ENST00000390283.2	414	165	1329	130.724
ENST00000390284.2	362	113.011	67	9.62214
ENST00000390285.4	353	104.031	219	34.1662
ENST00000390286.3	381	132.001	0	0
ENST00000390289.2	379	130.001	82	10.2372
ENST00000390290.3	389	140	4050.83	469.603
ENST00000390291.2	405	156	4.16316	0.433126
ENST00000427632.2	409	160	16	1.62299
ENST00000390293.1	369	120.004	2.20862	0.298704
ENST00000390294.2	407	158	1607.75	165.15
ENST00000390295.3	385	136	423.541	50.5442
ENST00000390296.2	397	148	44.1934	4.84632
ENST00000390297.3	467	218	2901.24	215.994
ENST00000390298.2	385	136	475.229	56.7125
ENST00000390299.2	407	158	1135.68	116.658
ENST00000390300.2	374	125.002	5.56176	0.722122
ENST00000390301.3	393	144	13.1801	1.4855
ENST00000390302.3	412	163	0	0
ENST00000390303.3	383	134.001	0.5	0.0605591
ENST00000390304.2	377	128.001	37	4.6914
ENST00000390305.2	380	131.001	974.019	120.673
ENST00000390306.2	502	253	4556	292.267
ENST00000390307.2	409	160	0	0
ENST00000390308.2	602	353	2500.54	114.968
ENST00000390309.2	377	128.001	6837	866.895
ENST00000390310.3	367	118.006	377.219	51.8809
ENST00000390311.3	385	136	9.72387	1.16042
ENST00000390312.2	402	153	4359.42	462.438
ENST00000390315.3	382	133.001	398	48.5674
ENST00000390316.2	461	212	1165.2	89.2032
ENST00000620395.2	517	268	5959.31	360.892
ENST00000390318.2	403	154	12	1.26467
ENST00000390319.2	398	149	3604.52	392.624
ENST00000390313.3	356	107.022	0	0
ENST00000390314.2	400	151	2633.44	283.049
ENST00000604066.1	353	104.031	150.637	23.5009
ENST00000557788.2	353	104.031	1.24783	0.194673
ENST00000630556.1	353	104.031	150.637	23.5009
ENST00000622410.2	353	104.031	0	0
ENST00000610349.2	407	158	1135.68	116.658
ENST00000628287.1	466	217	0.000297065	2.22181e-05
ENST00000627634.1	383	134.001	0.5	0.0605591
ENST00000628968.1	374	125.002	5.56176	0.722122
ENST00000618644.2	385	136	475.229	56.7125
ENST00000618026.2	393	144	13.1801	1.4855
ENST00000630493.1	369	120.004	2.28099	0.308491
ENST00000629472.1	412	163	0	0
ENST00000626489.1	397	148	44.1934	4.84632
ENST00000354689.6	294	49.2782	7.56748	2.49237
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	4.34257	0.70445
ENST00000570121.2	353	104.031	0	0
ENST00000562905.2	353	104.031	33.3665	5.20552
ENST00000628219.1	534	285	30.317	1.72646
ENST00000627132.1	384	135.001	16.2339	1.95165
ENST00000626108.1	353	104.031	2.0588	0.321193
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000569103.2	349	100.049	0	0
ENST00000453673.3	353	104.031	1.40208	0.218738
ENST00000390243.2	538	289	7695.86	432.191
ENST00000464162.1	380	131.001	247.787	30.6986
ENST00000390247.2	445	196	49.5188	4.10044
ENST00000495489.1	398	149	38.7378	4.21953
ENST00000493819.1	409	160	515.607	52.3016
ENST00000483158.1	392	143	3038.89	344.901
ENST00000480492.1	398	149	307.456	33.4898
ENST00000390252.2	442	193	1701.17	143.056
ENST00000479981.1	378	129.001	142.225	17.8936
ENST00000490686.1	378	129.001	1269.36	159.701
ENST00000492167.1	400	151	11271	1211.44
ENST00000390256.2	406	157	95.6735	9.89026
ENST00000484817.1	390	141	133.418	15.3571
ENST00000498435.1	382	133.001	351.238	42.8612
ENST00000482769.1	390	141	34.8902	4.01605
ENST00000468494.1	390	141	256.94	29.5752
ENST00000473726.1	382	133.001	164.721	20.1007
ENST00000465170.1	398	149	9.4433	1.02862
ENST00000498574.1	398	149	167.934	18.2923
ENST00000620613.1	314	66.2053	7.37752	1.80856
ENST00000448155.2	376	127.002	4799.59	613.354
ENST00000509129.1	353	104.031	22.9337	3.57789
ENST00000390265.2	440	191	2100.61	178.496
ENST00000474213.1	395	146	43.8345	4.8728
ENST00000491977.1	390	141	165.742	19.0778
ENST00000453166.2	396	147	1810.08	199.846
ENST00000390268.2	390	141	4.1098	0.473061
ENST00000462693.1	390	141	17.1648	1.97577
ENST00000436451.2	409	160	99.4586	10.0888
ENST00000390270.2	445	196	214.975	17.8011
ENST00000390271.2	371	122.003	1.3927	0.185268
ENST00000483379.1	532	283	33.6229	1.92825
ENST00000492446.1	378	129.001	96.9826	12.2016
ENST00000417279.3	396	147	210.288	23.2174
ENST00000611391.1	376	127.002	375.552	47.9929
ENST00000377032.5	371	122.003	938.859	124.895
ENST00000390277.3	444	195	1330.79	110.762
ENST00000390278.3	373	124.002	0	0
ENST00000468879.1	532	283	14.2949	0.819803
ENST00000471857.2	534	285	83.2938	4.74333
ENST00000443397.5	384	135.001	16.2339	1.95165
ENST00000421835.2	350	101.044	27.779	4.46193
ENST00000429992.3	365	116.007	2.32937	0.325889
ENST00000390244.2	408	159	16.5	1.68424
ENST00000496168.1	532	283	5563.4	319.058
ENST00000390609.3	432	183	1634.61	144.971
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	12.1999	1.11866
ENST00000390612.3	425	176	13.9935	1.29041
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	23.0532	3.59653
ENST00000390617.2	366	117.006	16	2.21935
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	149.491	14.6158
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	1452.87	129.56
ENST00000603660.1	431	182	53.0977	4.735
ENST00000632950.2	410	161	3.75189	0.378217
ENST00000390611.2	381	132.001	0	0
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	58.0543	5.26378
ENST00000390602.3	430	181	33.6672	3.01887
ENST00000390604.2	425	176	1.5063	0.138904
ENST00000390601.3	473	224	330.623	23.9553
ENST00000390619.2	425	176	0	0
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	3.51997	0.352647
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	545.388	48.3693
ENST00000390625.3	439	190	287.294	24.5408
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	538.102	27.1222
ENST00000390628.3	414	165	719.275	70.7501
ENST00000390629.3	495	246	2392.26	157.83
ENST00000519403.2	307	59.9608	0	0
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	816.708	78.8994
ENST00000390595.3	395	146	1193.83	132.711
ENST00000455737.2	417	168	387.623	37.4469
ENST00000631943.1	402	153	540.867	57.374
ENST00000390597.3	378	129.001	341.179	42.9244
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	421.513	32.89
ENST00000454421.2	431	182	0	0
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	28.8094	2.52743
ENST00000632209.1	353	104.031	0	0
ENST00000624687.1	411	162	2281.28	228.549
ENST00000617374.2	358	109.017	122.332	18.2121
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0	0
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	2.01167	0.20929
ENST00000632684.1	12	3.83025	0	0
ENST00000710614.1	16	4.09465	0	0
ENST00000631435.1	12	3.83025	0	0
ENST00000415118.1	8	3.3445	0	0
ENST00000448914.1	13	3.91173	0	0
ENST00000434970.2	9	3.4951	0	0
ENST00000379435.5	335	86.2066	0	0
ENST00000390364.3	412	163	1.5	0.149355
ENST00000390367.3	364	115.008	7.06058	0.996385
ENST00000426318.2	395	146	0	0
ENST00000390368.2	410	161	29.2712	2.95074
ENST00000390369.2	347	98.0609	1	0.165508
ENST00000454561.2	544	295	38.4495	2.11536
ENST00000390371.3	388	139	14.3842	1.67952
ENST00000390372.3	350	101.044	12.5	2.00778
ENST00000390373.2	344	95.0839	0	0
ENST00000390374.3	392	143	15.4286	1.75108
ENST00000390375.2	384	135.001	10.7753	1.29541
ENST00000390376.2	341	92.1144	1	0.176193
ENST00000390377.1	347	98.0609	1	0.165508
ENST00000390378.1	343	94.0931	0	0
ENST00000612787.1	347	98.0609	24.8047	4.10539
ENST00000614171.1	374	125.002	3.5	0.454429
ENST00000611462.1	368	119.005	9.94981	1.35696
ENST00000611787.1	392	143	3.28146	0.372431
ENST00000620569.1	409	160	22.2467	2.25664
ENST00000617347.1	406	157	91.3915	9.44761
ENST00000621184.1	411	162	18.115	1.81485
ENST00000417977.2	447	198	21	1.72135
ENST00000444775.2	1735	1486	93	1.01573
ENST00000390343.2	468	219	110.006	8.15244
ENST00000390344.2	552	303	63.8276	3.41887
ENST00000390345.2	688	439	143.103	5.29054
ENST00000390346.2	537	288	108.034	6.08814
ENST00000426402.2	544	295	107.84	5.93299
ENST00000390348.2	465	216	41.4112	3.11157
ENST00000617639.1	406	157	10.5	1.08544
ENST00000616518.1	421	172	8	0.754879
ENST00000620773.1	347	98.0609	1.5	0.248263
ENST00000619103.1	344	95.0839	0	0
ENST00000611520.1	428	179	25.5	2.31208
ENST00000390393.3	552	303	149	7.98104
ENST00000390394.3	413	164	249	24.6417
ENST00000390396.1	347	98.0609	2.5	0.413771
ENST00000390397.2	381	132.001	0	0
ENST00000390398.3	381	132.001	6	0.737718
ENST00000390399.3	387	138	19.5	2.29335
ENST00000390400.2	364	115.008	52	7.33821
ENST00000422143.2	402	153	46.5	4.93262
ENST00000634176.1	364	115.008	7.06058	0.996385
ENST00000633265.1	392	143	2.57143	0.291846
ENST00000632248.1	412	163	1.5	0.149355
ENST00000633313.1	347	98.0609	0	0
ENST00000632187.1	350	101.044	12.5	2.00778
ENST00000634111.1	392	143	3.28146	0.372431
ENST00000632638.1	552	303	0	0
ENST00000631824.1	406	157	0	0
ENST00000632308.1	380	131.001	0	0
ENST00000610439.4	381	132.001	6	0.737718
ENST00000631663.1	344	95.0839	0	0
ENST00000634123.1	343	94.0931	0	0
ENST00000632021.1	347	98.0609	24.8047	4.10539
ENST00000633790.1	343	94.0931	0	0
ENST00000633283.1	387	138	19.5	2.29335
ENST00000631392.1	386	137	0	0
ENST00000632829.1	411	162	0	0
ENST00000633466.1	413	164	7.89625e-06	7.81435e-07
ENST00000631427.1	455	206	22.1538	1.74541
ENST00000633575.1	395	146	25	2.77909
ENST00000633328.1	390	141	51	5.87038
ENST00000390340.3	357	108.019	1	0.15025
ENST00000390341.3	360	111.014	53	7.74847
ENST00000631511.1	386	137	0	0
ENST00000631882.1	397	148	95	10.4178
ENST00000631559.1	428	179	25.5	2.31208
ENST00000633842.1	347	98.0609	2.5	0.413771
ENST00000632560.1	347	98.0609	65	10.758
ENST00000633696.1	544	295	0	0
ENST00000633796.1	374	125.002	3.5	0.454429
ENST00000619125.2	364	115.008	52	7.33821
ENST00000633072.1	410	161	29.2712	2.95074
ENST00000632432.1	406	157	10.5	1.08544
ENST00000632512.1	455	206	15.9231	1.25451
ENST00000631639.1	478	229	6	0.425238
ENST00000633384.1	652	403	81.5	3.28223
ENST00000632148.1	424	175	5.46878	0.507187
ENST00000631548.1	347	98.0609	1	0.165508
ENST00000632828.1	421	172	0	0
ENST00000633244.1	347	98.0609	1.5	0.248263
ENST00000631557.1	401	152	10.5797	1.12966
ENST00000633092.1	381	132.001	21	2.58201
ENST00000634093.1	344	95.0839	0	0
ENST00000632713.1	373	124.002	0	0
ENST00000631471.1	344	95.0839	6.05019	1.03271
ENST00000632216.1	384	135.001	10.7753	1.29541
ENST00000633472.1	365	116.007	1.5	0.209856
ENST00000632016.1	392	143	10.2586	1.1643
ENST00000631690.1	447	198	21	1.72135
ENST00000633292.1	409	160	22.2467	2.25664
ENST00000632422.1	391	142	25	2.85737
ENST00000632425.1	407	158	0	0
ENST00000634198.1	402	153	46.5	4.93262
ENST00000633963.1	390	141	11.7177	1.34878
ENST00000631835.1	421	172	8	0.754879
ENST00000455382.2	421	172	64	6.03903
ENST00000390387.3	391	142	25	2.85737
ENST00000390357.3	373	124.002	60	7.85302
ENST00000390381.3	652	403	81.5	3.28223
ENST00000390353.2	401	152	10.5797	1.12966
ENST00000547918.2	380	131.001	0	0
ENST00000390392.3	455	206	15.9231	1.25451
ENST00000634383.1	424	175	5.46878	0.507187
ENST00000634605.1	394	145	59.64	6.67552
ENST00000390360.3	365	116.007	1.5	0.209856
ENST00000390361.3	397	148	0	0
ENST00000390362.1	343	94.0931	0	0
ENST00000390363.2	390	141	0	0
ENST00000390469.2	520	271	36	2.156
ENST00000535880.2	425	176	10	0.922154
ENST00000542354.1	392	143	16	1.81593
ENST00000390423.2	402	153	29	3.07626
ENST00000390424.2	348	99.0546	32	5.24314
ENST00000390425.2	519	270	79	4.74875
ENST00000390426.2	395	146	64	7.11447
ENST00000390427.3	352	103.035	12	1.89022
ENST00000390428.3	404	155	30	3.14127
ENST00000390429.3	337	88.1704	0	0
ENST00000390430.2	473	224	14	1.01437
ENST00000390431.3	338	89.1545	0	0
ENST00000390432.2	379	130.001	22	2.74658
ENST00000390433.1	340	91.1266	54	9.61755
ENST00000390434.3	566	317	99.9961	5.11964
ENST00000390435.1	341	92.1144	6	1.05716
ENST00000390436.2	360	111.014	93	13.5964
ENST00000390437.2	445	196	99	8.19776
ENST00000390438.2	469	220	113.593	8.38001
ENST00000390439.2	410	161	55	5.54438
ENST00000390440.2	425	176	94	8.66824
ENST00000390441.2	394	145	72	8.05898
ENST00000390442.3	399	150	66	7.14116
ENST00000390443.3	561	312	112.411	5.8475
ENST00000390444.1	329	80.3587	17	3.43346
ENST00000390445.2	484	235	83	5.73226
ENST00000390446.3	440	191	6	0.50984
ENST00000390447.3	467	218	67	4.98809
ENST00000390448.3	406	157	20	2.0675
ENST00000390449.3	343	94.0931	40	6.89951
ENST00000390450.3	464	215	28	2.11366
ENST00000390451.2	409	160	8	0.811495
ENST00000390452.2	365	116.007	37	5.17646
ENST00000390453.1	343	94.0931	41	7.072
ENST00000390454.2	403	154	6	0.632334
ENST00000390455.3	537	288	54	3.04311
ENST00000390456.3	341	92.1144	0	0
ENST00000390457.2	425	176	25	2.30538
ENST00000390458.3	469	220	66	4.86897
ENST00000557168.1	337	88.1704	9	1.65667
ENST00000390460.1	327	78.4275	26	5.38048
ENST00000390461.2	349	100.049	11	1.78442
ENST00000390463.3	356	107.022	12	1.8198
ENST00000390464.2	353	104.031	6.49804	1.01376
ENST00000390465.2	395	146	27.502	3.05722
ENST00000390466.1	331	82.2997	8	1.57764
ENST00000390467.3	317	68.9638	1	0.235339
ENST00000390468.1	336	87.1877	8	1.48919
ENST00000697100.1	462	213	34	2.59069
ENST00000633705.1	760	511	2413.74	76.6631
ENST00000436911.6	1013	764	661.546	14.0534
ENST00000443402.6	2730	2481	200.454	1.3113
ENST00000632136.1	760	511	884.255	28.0849
ENST00000622053.4	755	506	3486.94	111.843
ENST00000466254.1	758	509	509.064	16.232
ENST00000390477.2	720	471	729	25.1202
ENST00000611116.2	978	729	4785	106.53
ENST00000632951.1	48	4.80593	0	0
ENST00000633553.1	48	4.80593	0	0
ENST00000633780.1	50	4.84548	0	0
ENST00000632041.1	51	4.86552	0	0
ENST00000634000.1	50	4.84548	0	0
ENST00000633713.1	53	4.90612	0	0
ENST00000390412.1	50	4.84548	0	0
ENST00000390413.1	51	4.86552	0	0
ENST00000390414.1	46	4.76704	0	0
ENST00000390415.1	49	4.82562	0	0
ENST00000390416.1	50	4.84548	0	0
ENST00000390417.1	48	4.80593	0	0
ENST00000390418.1	53	4.90612	0	0
ENST00000390419.1	47	4.7864	0	0
ENST00000390333.1	50	4.84548	0	0
ENST00000390334.1	60	5.05415	0	0
ENST00000390337.1	50	4.84548	0	0
ENST00000390338.2	61	5.07609	0	0
ENST00000390339.1	60	5.05415	0	0
ENST00000633209.1	46	4.76704	0	0
ENST00000632228.1	53	4.90612	0	0
ENST00000633507.1	50	4.84548	0	0
ENST00000631600.1	50	4.84548	0	0
ENST00000633891.1	51	4.86552	0	0
ENST00000633188.1	51	4.86552	0	0
ENST00000632996.1	53	4.90612	0	0
ENST00000633660.1	47	4.7864	0	0
ENST00000633936.1	50	4.84548	0	0
ENST00000634213.1	48	4.80593	0	0
ENST00000631840.1	49	4.82562	0	0
ENST00000634149.1	48	4.80593	0	0
ENST00000631745.1	48	4.80593	0	0
ENST00000633836.1	50	4.84548	0	0
ENST00000390473.1	51	4.86552	0	0
ENST00000390484.1	60	5.05415	0	0
ENST00000390488.1	56	4.96841	0	0
ENST00000390476.1	59	5.03242	0	0
ENST00000390489.1	63	5.12058	0	0
ENST00000390480.2	54	4.9267	0	0
ENST00000390479.2	60	5.05415	0	0
ENST00000390481.1	63	5.12058	0	0
ENST00000390474.1	48	4.80593	0	0
ENST00000390490.1	57	4.98955	0	0
ENST00000390475.1	54	4.9267	0	0
ENST00000390483.1	62	5.09823	0	0
ENST00000390485.1	66	5.18891	0	0
ENST00000390492.1	66	5.18891	0	0
ENST00000390486.1	69	5.25923	0	0
ENST00000390482.1	63	5.12058	0	0
ENST00000390487.1	60	5.05415	0	0
ENST00000390491.1	63	5.12058	0	0
ENST00000390493.1	63	5.12058	0	0
ENST00000390494.1	54	4.9267	0	0
ENST00000390495.1	66	5.18891	0	0
ENST00000390496.1	62	5.09823	0	0
ENST00000390497.1	61	5.07609	0	0
ENST00000390498.1	63	5.12058	0	0
ENST00000612375.1	65	5.16592	0	0
ENST00000614481.1	58	5.01088	0	0
ENST00000390502.1	59	5.03242	0	0
ENST00000390503.1	58	5.01088	0	0
ENST00000390504.1	57	4.98955	0	0
ENST00000390505.1	66	5.18891	0	0
ENST00000390506.1	57	4.98955	0	0
ENST00000390507.1	57	4.98955	0	0
ENST00000390508.1	60	5.05415	0	0
ENST00000390509.1	66	5.18891	0	0
ENST00000390510.1	59	5.03242	0	0
ENST00000390511.1	60	5.05415	0	0
ENST00000390512.2	60	5.05415	0	0
ENST00000390513.1	63	5.12058	0	0
ENST00000390514.1	63	5.12058	0	0
ENST00000390515.1	63	5.12058	0	0
ENST00000390516.1	55	4.94746	0	0
ENST00000390517.1	57	4.98955	0	0
ENST00000390518.1	60	5.05415	0	0
ENST00000390519.1	66	5.18891	0	0
ENST00000390520.1	63	5.12058	0	0
ENST00000390521.1	60	5.05415	0	0
ENST00000390523.1	52	4.88573	0	0
ENST00000390524.1	63	5.12058	0	0
ENST00000390525.1	60	5.05415	0	0
ENST00000390526.1	60	5.05415	0	0
ENST00000390527.1	64	5.14314	0	0
ENST00000390528.1	61	5.07609	0	0
ENST00000390530.1	59	5.03242	0	0
ENST00000390531.1	62	5.09823	0	0
ENST00000390532.1	60	5.05415	0	0
ENST00000390533.1	63	5.12058	0	0
ENST00000390534.1	62	5.09823	0	0
ENST00000390535.2	66	5.18891	0	0
ENST00000390536.2	62	5.09823	0	0
ENST00000390499.1	62	5.09823	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000361390.2	956	707	7750.61	177.923
ENST00000361453.3	1042	793	7191.96	147.194
ENST00000361624.2	1542	1293	196170	2462.35
ENST00000361739.1	684	435	36104.6	1347.07
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	9681.58	363.729
ENST00000362079.2	784	535	46242.2	1402.82
ENST00000361227.2	346	97.0678	9037	1511
ENST00000361335.1	297	51.6221	1273	400.228
ENST00000361381.2	1378	1129	15010.8	215.787
ENST00000361567.2	1812	1563	14919.3	154.919
ENST00000361681.2	525	276	3085.72	181.453
ENST00000361789.2	1141	892	12140	220.886
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0	0
ENST00000621424.4	2405	2156	24.7154	0.186052
ENST00000615165.1	1990	1741	52.8851	0.493004
ENST00000400754.4	1599	1350	22.7882	0.273963
ENST00000617983.1	2404	2155	43.5544	0.32802
ENST00000613204.1	1213	964	89.7275	1.51065
ENST00000613230.1	2179	1930	233.386	1.96261
ENST00000614336.4	3728	3479	882.136	4.11526
ENST00000612640.4	2116	1867	154.01	1.33882
ENST00000601199.2	510	261	42	2.61171
ENST00000612315.1	831	582	15	0.418296
ENST00000612919.1	372	123.003	39.7783	5.24864
ENST00000612565.1	3027	2778	199.071	1.16303
ENST00000619792.1	2404	2155	0	0
ENST00000612848.1	740	491	885.557	29.2719
ENST00000618003.1	351	102.039	1605.44	255.354
ENST00000619729.1	294	49.2782	115.218	37.9474
ENST00000612465.1	2195	1946	709.473	5.9171
ENST00000618686.1	2237	1988	106	0.865377
ENST00000612882.1	1084	835	0	0
ENST00000622674.1	1343	1094	0	0
ENST00000614604.4	2132	1883	0	0
ENST00000620810.1	1988	1739	0	0
ENST00000710606.1	5619	5370	135.573	0.409745
ENST00000643872.4	4662	4413	4113.36	15.1279
ENST00000628983.2	684	435	141.904	5.29444
ENST00000611746.1	288	44.8343	248.225	89.8569
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0	0
ENST00000707315.1	708	459	2	0.0707185
ENST00000707316.1	428	179	0	0
ENST00000707237.1	3407	3158	0	0
ENST00000707238.1	2971	2722	34.7153	0.20699
ENST00000707239.1	483	234	0	0
ENST00000707240.1	825	576	3.87917	0.109303
ENST00000621028.1	1426	1177	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	5.68165	0.0321187
ENST00000707247.1	4324	4075	53.723	0.213968
ENST00000710353.1	7691	7442	17.7458	0.038701
ENST00000707248.1	4483	4234	1.98056e-08	7.59194e-11
ENST00000707249.1	4656	4407	0	0
ENST00000707250.1	4587	4338	5.42688e-08	2.03038e-10
ENST00000707251.1	4535	4286	122.94	0.46554
ENST00000707252.1	4239	3990	0.698786	0.00284241
ENST00000707253.1	6488	6239	42.6489	0.110945
