target_id	length	eff_length	est_counts	tpm
ENST00000390295.3	385	136	176.393	40.7066
ENST00000390296.2	397	148	218.921	46.4248
ENST00000390297.3	467	218	1254.51	180.611
ENST00000390298.2	385	136	481.804	111.187
ENST00000390299.2	407	158	417.932	83.0181
ENST00000390300.2	374	125.002	5.12319	1.28632
ENST00000390301.3	393	144	67.4581	14.7027
ENST00000390302.3	412	163	0	0
ENST00000390303.3	383	134.001	1.5	0.351325
ENST00000390304.2	377	128.001	266	65.2216
ENST00000390305.2	380	131.001	1030.1	246.792
ENST00000390306.2	502	253	6364.18	789.49
ENST00000390307.2	409	160	36.0408	7.06968
ENST00000390308.2	602	353	3392.97	301.668
ENST00000390309.2	377	128.001	2858	700.765
ENST00000390310.3	367	118.006	214.681	57.0972
ENST00000390311.3	385	136	27.4402	6.33245
ENST00000390312.2	402	153	5185.18	1063.65
ENST00000390315.3	382	133.001	594	140.171
ENST00000390316.2	461	212	1421.97	210.513
ENST00000620395.2	517	268	4617.45	540.744
ENST00000390318.2	403	154	1	0.2038
ENST00000390319.2	398	149	3683.96	775.985
ENST00000390313.3	356	107.022	20.515	6.01621
ENST00000390314.2	400	151	2299.94	478.04
ENST00000604066.1	353	104.031	98.4559	29.7032
ENST00000557788.2	353	104.031	0	0
ENST00000630556.1	353	104.031	98.4559	29.7032
ENST00000622410.2	353	104.031	24.4756	7.38405
ENST00000610349.2	407	158	417.932	83.0181
ENST00000628287.1	466	217	0.0332969	0.0048158
ENST00000627634.1	383	134.001	1.5	0.351325
ENST00000628968.1	374	125.002	5.12319	1.28632
ENST00000618644.2	385	136	481.804	111.187
ENST00000618026.2	393	144	67.4581	14.7027
ENST00000630493.1	369	120.004	21.4375	5.60663
ENST00000629472.1	412	163	0	0
ENST00000626489.1	397	148	218.921	46.4248
ENST00000354689.6	294	49.2782	30.1505	19.2028
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	10.7179	3.36218
ENST00000570121.2	353	104.031	4	1.20676
ENST00000562905.2	353	104.031	15.4826	4.67094
ENST00000628219.1	534	285	151.739	16.71
ENST00000627132.1	384	135.001	41.1908	9.57613
ENST00000626108.1	353	104.031	473.631	142.89
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000569103.2	349	100.049	13.0909	4.1066
ENST00000453673.3	353	104.031	12.0475	3.63461
ENST00000390243.2	538	289	8985.31	975.798
ENST00000464162.1	380	131.001	305.738	73.2486
ENST00000390247.2	445	196	33.6414	5.38695
ENST00000495489.1	398	149	37.5287	7.90499
ENST00000493819.1	409	160	626.673	122.926
ENST00000483158.1	392	143	2330.05	511.392
ENST00000480492.1	398	149	354.35	74.6398
ENST00000390252.2	442	193	2065.18	335.835
ENST00000479981.1	378	129.001	199.079	48.4346
ENST00000490686.1	378	129.001	785.747	191.167
ENST00000492167.1	400	151	4824.22	1002.71
ENST00000390256.2	406	157	251.201	50.2164
ENST00000484817.1	390	141	270.373	60.1822
ENST00000498435.1	382	133.001	271.255	64.0102
ENST00000482769.1	390	141	0.172384	0.0383708
ENST00000468494.1	390	141	307.783	68.5093
ENST00000473726.1	382	133.001	62.2877	14.6985
ENST00000465170.1	398	149	18.3179	3.85846
ENST00000498574.1	398	149	238.113	50.1557
ENST00000620613.1	314	66.2053	0	0
ENST00000448155.2	376	127.002	5312.17	1312.77
ENST00000509129.1	353	104.031	5.95433	1.79636
ENST00000390265.2	440	191	1439.01	236.458
ENST00000474213.1	395	146	6.10448	1.31226
ENST00000491977.1	390	141	511.536	113.863
ENST00000453166.2	396	147	1878.34	401.034
ENST00000390268.2	390	141	9.90851	2.20553
ENST00000462693.1	390	141	25.2546	5.62141
ENST00000436451.2	409	160	80.6262	15.8154
ENST00000390270.2	445	196	265.95	42.5862
ENST00000390271.2	371	122.003	2.61453	0.672584
ENST00000483379.1	532	283	44.5678	4.94265
ENST00000492446.1	378	129.001	45.0738	10.9662
ENST00000417279.3	396	147	262.402	56.0239
ENST00000611391.1	376	127.002	21.9417	5.42231
ENST00000377032.5	371	122.003	1125.05	289.418
ENST00000390277.3	444	195	1405.8	226.263
ENST00000390278.3	373	124.002	13	3.29032
ENST00000468879.1	532	283	42.3319	4.69468
ENST00000471857.2	534	285	10.1509	1.11785
ENST00000443397.5	384	135.001	41.1908	9.57613
ENST00000421835.2	350	101.044	126.971	39.4383
ENST00000429992.3	365	116.007	6.78356	1.83526
ENST00000390244.2	408	159	68	13.4226
ENST00000496168.1	532	283	4828.33	535.47
ENST00000390609.3	432	183	1892	324.485
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	14.4484	2.56196
ENST00000390612.3	425	176	34.502	6.15257
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	46.2344	13.9485
ENST00000390617.2	366	117.006	0	0
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	383.482	72.5039
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	2330.18	401.831
ENST00000603660.1	431	182	416.141	71.7619
ENST00000632950.2	410	161	318.744	62.1356
ENST00000390611.2	381	132.001	1.18237e-06	2.81127e-07
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	149.974	26.2958
ENST00000390602.3	430	181	36.3614	6.30503
ENST00000390604.2	425	176	3.51648	0.627076
ENST00000390601.3	473	224	348.409	48.8165
ENST00000390619.2	425	176	0	0
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	7.51776	1.45646
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	89.8944	15.4172
ENST00000390625.3	439	190	314.608	51.9685
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	839.423	81.8182
ENST00000390628.3	414	165	93.5635	17.797
ENST00000390629.3	495	246	1248.12	159.237
ENST00000519403.2	307	59.9608	0	0
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	296.656	55.4203
ENST00000390595.3	395	146	896.507	192.719
ENST00000455737.2	417	168	436.763	81.5946
ENST00000631943.1	402	153	230.808	47.346
ENST00000390597.3	378	129.001	199.667	48.5776
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	90.6992	13.6856
ENST00000454421.2	431	182	96.7728	16.6881
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	85.4811	14.5018
ENST00000632209.1	353	104.031	0	0
ENST00000624687.1	411	162	789.043	152.866
ENST00000617374.2	358	109.017	204.432	58.8543
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0	0
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	3.00909	0.60539
ENST00000632684.1	12	3.83025	0	0
ENST00000710614.1	16	4.09465	0	0
ENST00000631435.1	12	3.83025	0	0
ENST00000415118.1	8	3.3445	0	0
ENST00000448914.1	13	3.91173	0	0
ENST00000434970.2	9	3.4951	0	0
ENST00000379435.5	335	86.2066	0	0
ENST00000390364.3	412	163	0	0
ENST00000390367.3	364	115.008	0.93604	0.255441
ENST00000426318.2	395	146	0	0
ENST00000390368.2	410	161	67.8234	13.2214
ENST00000390369.2	347	98.0609	4	1.28023
ENST00000454561.2	544	295	36.6911	3.90358
ENST00000390371.3	388	139	18.2941	4.13066
ENST00000390372.3	350	101.044	4.65631	1.44629
ENST00000390373.2	344	95.0839	5.12352	1.69117
ENST00000390374.3	392	143	31	6.80377
ENST00000390375.2	384	135.001	11	2.5573
ENST00000390376.2	341	92.1144	0	0
ENST00000390377.1	347	98.0609	1	0.320058
ENST00000390378.1	343	94.0931	1.5	0.500332
ENST00000612787.1	347	98.0609	0	0
ENST00000614171.1	374	125.002	5.5	1.38092
ENST00000611462.1	368	119.005	34.8243	9.18423
ENST00000611787.1	392	143	25.0112	5.48938
ENST00000620569.1	409	160	37.4882	7.35359
ENST00000617347.1	406	157	57.5118	11.4969
ENST00000621184.1	411	162	2.5	0.484339
ENST00000417977.2	447	198	7.33333	1.16241
ENST00000444775.2	1735	1486	72	1.52068
ENST00000390343.2	468	219	39.0283	5.5932
ENST00000390344.2	552	303	29.156	3.02003
ENST00000390345.2	688	439	72.6361	5.19293
ENST00000390346.2	537	288	95.9025	10.4511
ENST00000426402.2	544	295	100.059	10.6453
ENST00000390348.2	465	216	21.1244	3.06941
ENST00000617639.1	406	157	3	0.599717
ENST00000616518.1	421	172	3.5	0.638652
ENST00000620773.1	347	98.0609	0	0
ENST00000619103.1	344	95.0839	0	0
ENST00000611520.1	428	179	0	0
ENST00000390393.3	552	303	26.8	2.77598
ENST00000390394.3	413	164	64	12.2479
ENST00000390396.1	347	98.0609	6.5	2.08038
ENST00000390397.2	381	132.001	0	0
ENST00000390398.3	381	132.001	62.5	14.8603
ENST00000390399.3	387	138	55	12.5086
ENST00000390400.2	364	115.008	41.5	11.3251
ENST00000422143.2	402	153	30.5	6.25652
ENST00000634176.1	364	115.008	0.93604	0.255441
ENST00000633265.1	392	143	0	0
ENST00000632248.1	412	163	0	0
ENST00000633313.1	347	98.0609	0	0
ENST00000632187.1	350	101.044	4.65631	1.44629
ENST00000634111.1	392	143	25.0112	5.48938
ENST00000632638.1	552	303	40.2	4.16398
ENST00000631824.1	406	157	57.5118	11.4969
ENST00000632308.1	380	131.001	0	0
ENST00000610439.4	381	132.001	62.5	14.8603
ENST00000631663.1	344	95.0839	0	0
ENST00000634123.1	343	94.0931	1	0.333555
ENST00000632021.1	347	98.0609	56.9727	18.2346
ENST00000633790.1	343	94.0931	1.5	0.500332
ENST00000633283.1	387	138	55	12.5086
ENST00000631392.1	386	137	53.3724	12.227
ENST00000632829.1	411	162	2.5	0.484339
ENST00000633466.1	413	164	64	12.2479
ENST00000631427.1	455	206	36	5.48479
ENST00000633575.1	395	146	20	4.29934
ENST00000633328.1	390	141	49	10.9069
ENST00000390340.3	357	108.019	1	0.290551
ENST00000390341.3	360	111.014	53	14.9839
ENST00000631511.1	386	137	0	0
ENST00000631882.1	397	148	27	5.72567
ENST00000631559.1	428	179	22	3.8574
ENST00000633842.1	347	98.0609	6.5	2.08038
ENST00000632560.1	347	98.0609	41	13.1224
ENST00000633696.1	544	295	4.7858	0.509163
ENST00000633796.1	374	125.002	5.5	1.38092
ENST00000619125.2	364	115.008	41.5	11.3251
ENST00000633072.1	410	161	67.8234	13.2214
ENST00000632432.1	406	157	3	0.599717
ENST00000632512.1	455	206	7.5	1.14266
ENST00000631639.1	478	229	14.2105	1.94759
ENST00000633384.1	652	403	98.5	7.67107
ENST00000632148.1	424	175	8.20316	1.47119
ENST00000631548.1	347	98.0609	1	0.320058
ENST00000632828.1	421	172	0	0
ENST00000633244.1	347	98.0609	0	0
ENST00000631557.1	401	152	10.4309	2.15378
ENST00000633092.1	381	132.001	12	2.85318
ENST00000634093.1	344	95.0839	0	0
ENST00000632713.1	373	124.002	0	0
ENST00000631471.1	344	95.0839	15.1757	5.00917
ENST00000632216.1	384	135.001	11	2.5573
ENST00000633472.1	365	116.007	4.87648	1.31931
ENST00000632016.1	392	143	8.59367	1.88611
ENST00000631690.1	447	198	14.6667	2.32483
ENST00000633292.1	409	160	37.4882	7.35359
ENST00000632422.1	391	142	11	2.43124
ENST00000632425.1	407	158	1	0.19864
ENST00000634198.1	402	153	30.5	6.25652
ENST00000633963.1	390	141	4.19746	0.934311
ENST00000631835.1	421	172	3.5	0.638652
ENST00000455382.2	421	172	49	8.94113
ENST00000390387.3	391	142	11	2.43124
ENST00000390357.3	373	124.002	24	6.07443
ENST00000390381.3	652	403	98.5	7.67107
ENST00000390353.2	401	152	10.4309	2.15378
ENST00000547918.2	380	131.001	0	0
ENST00000390392.3	455	206	7.5	1.14266
ENST00000634383.1	424	175	8.20316	1.47119
ENST00000634605.1	394	145	0	0
ENST00000390360.3	365	116.007	0	0
ENST00000390361.3	397	148	0	0
ENST00000390362.1	343	94.0931	0	0
ENST00000390363.2	390	141	0	0
ENST00000390469.2	520	271	28	3.24275
ENST00000535880.2	425	176	5	0.891625
ENST00000542354.1	392	143	9	1.97529
ENST00000390423.2	402	153	20	4.10264
ENST00000390424.2	348	99.0546	17	5.3864
ENST00000390425.2	519	270	51	5.92831
ENST00000390426.2	395	146	54	11.6082
ENST00000390427.3	352	103.035	15	4.56911
ENST00000390428.3	404	155	18	3.64473
ENST00000390429.3	337	88.1704	0	0
ENST00000390430.2	473	224	14	1.96157
ENST00000390431.3	338	89.1545	0	0
ENST00000390432.2	379	130.001	8	1.93138
ENST00000390433.1	340	91.1266	47	16.1874
ENST00000390434.3	566	317	49.998	4.95014
ENST00000390435.1	341	92.1144	4	1.36288
ENST00000390436.2	360	111.014	76	21.4863
ENST00000390437.2	445	196	53	8.48681
ENST00000390438.2	469	220	27.002	3.85211
ENST00000390439.2	410	161	33	6.43299
ENST00000390440.2	425	176	62	11.0561
ENST00000390441.2	394	145	44	9.52377
ENST00000390442.3	399	150	87	18.2034
ENST00000390443.3	561	312	64	6.43799
ENST00000390444.1	329	80.3587	18	7.03014
ENST00000390445.2	484	235	134	17.8962
ENST00000390446.3	440	191	6	0.985922
ENST00000390447.3	467	218	63	9.07003
ENST00000390448.3	406	157	20	3.99811
ENST00000390449.3	343	94.0931	32	10.6737
ENST00000390450.3	464	215	22	3.21151
ENST00000390451.2	409	160	39	7.65014
ENST00000390452.2	365	116.007	18	4.86981
ENST00000390453.1	343	94.0931	15	5.00332
ENST00000390454.2	403	154	49	9.98619
ENST00000390455.3	537	288	52	5.66677
ENST00000390456.3	341	92.1144	0	0
ENST00000390457.2	425	176	14	2.49655
ENST00000390458.3	469	220	31	4.42246
ENST00000557168.1	337	88.1704	9	3.20365
ENST00000390460.1	327	78.4275	32	12.8058
ENST00000390461.2	349	100.049	4	1.25479
ENST00000390463.3	356	107.022	14	4.10563
ENST00000390464.2	353	104.031	10.4358	3.14839
ENST00000390465.2	395	146	52.5642	11.2996
ENST00000390466.1	331	82.2997	6	2.28811
ENST00000390467.3	317	68.9638	1	0.455097
ENST00000390468.1	336	87.1877	9	3.23975
ENST00000697100.1	462	213	17	2.50492
ENST00000633705.1	760	511	1023.77	62.8793
ENST00000436911.6	1013	764	470.393	19.3238
ENST00000443402.6	2730	2481	124.379	1.57342
ENST00000632136.1	760	511	1023.77	62.8793
ENST00000622053.4	755	506	3514.75	218.006
ENST00000466254.1	758	509	1699.7	104.804
ENST00000390477.2	720	471	415	27.6536
ENST00000611116.2	978	729	3939	169.583
ENST00000632951.1	48	4.80593	0	0
ENST00000633553.1	48	4.80593	0	0
ENST00000633780.1	50	4.84548	0	0
ENST00000632041.1	51	4.86552	0	0
ENST00000634000.1	50	4.84548	0	0
ENST00000633713.1	53	4.90612	0	0
ENST00000390412.1	50	4.84548	0	0
ENST00000390413.1	51	4.86552	0	0
ENST00000390414.1	46	4.76704	0	0
ENST00000390415.1	49	4.82562	0	0
ENST00000390416.1	50	4.84548	0	0
ENST00000390417.1	48	4.80593	0	0
ENST00000390418.1	53	4.90612	0	0
ENST00000390419.1	47	4.7864	0	0
ENST00000390333.1	50	4.84548	0	0
ENST00000390334.1	60	5.05415	0	0
ENST00000390337.1	50	4.84548	0	0
ENST00000390338.2	61	5.07609	0	0
ENST00000390339.1	60	5.05415	0	0
ENST00000633209.1	46	4.76704	0	0
ENST00000632228.1	53	4.90612	0	0
ENST00000633507.1	50	4.84548	0	0
ENST00000631600.1	50	4.84548	0	0
ENST00000633891.1	51	4.86552	0	0
ENST00000633188.1	51	4.86552	0	0
ENST00000632996.1	53	4.90612	0	0
ENST00000633660.1	47	4.7864	0	0
ENST00000633936.1	50	4.84548	0	0
ENST00000634213.1	48	4.80593	0	0
ENST00000631840.1	49	4.82562	0	0
ENST00000634149.1	48	4.80593	0	0
ENST00000631745.1	48	4.80593	0	0
ENST00000633836.1	50	4.84548	0	0
ENST00000390473.1	51	4.86552	0	0
ENST00000390484.1	60	5.05415	0	0
ENST00000390488.1	56	4.96841	0	0
ENST00000390476.1	59	5.03242	0	0
ENST00000390489.1	63	5.12058	0	0
ENST00000390480.2	54	4.9267	0	0
ENST00000390479.2	60	5.05415	0	0
ENST00000390481.1	63	5.12058	0	0
ENST00000390474.1	48	4.80593	0	0
ENST00000390490.1	57	4.98955	0	0
ENST00000390475.1	54	4.9267	0	0
ENST00000390483.1	62	5.09823	0	0
ENST00000390485.1	66	5.18891	0	0
ENST00000390492.1	66	5.18891	0	0
ENST00000390486.1	69	5.25923	0	0
ENST00000390482.1	63	5.12058	0	0
ENST00000390487.1	60	5.05415	0	0
ENST00000390491.1	63	5.12058	0	0
ENST00000390493.1	63	5.12058	0	0
ENST00000390494.1	54	4.9267	0	0
ENST00000390495.1	66	5.18891	0	0
ENST00000390496.1	62	5.09823	0	0
ENST00000390497.1	61	5.07609	0	0
ENST00000390498.1	63	5.12058	0	0
ENST00000612375.1	65	5.16592	0	0
ENST00000614481.1	58	5.01088	0	0
ENST00000390502.1	59	5.03242	0	0
ENST00000390503.1	58	5.01088	0	0
ENST00000390504.1	57	4.98955	0	0
ENST00000390505.1	66	5.18891	0	0
ENST00000390506.1	57	4.98955	0	0
ENST00000390507.1	57	4.98955	0	0
ENST00000390508.1	60	5.05415	0	0
ENST00000390509.1	66	5.18891	0	0
ENST00000390510.1	59	5.03242	0	0
ENST00000390511.1	60	5.05415	0	0
ENST00000390512.2	60	5.05415	0	0
ENST00000390513.1	63	5.12058	0	0
ENST00000390514.1	63	5.12058	0	0
ENST00000390515.1	63	5.12058	0	0
ENST00000390516.1	55	4.94746	0	0
ENST00000390517.1	57	4.98955	0	0
ENST00000390518.1	60	5.05415	0	0
ENST00000390519.1	66	5.18891	0	0
ENST00000390520.1	63	5.12058	0	0
ENST00000390521.1	60	5.05415	0	0
ENST00000390523.1	52	4.88573	0	0
ENST00000390524.1	63	5.12058	0	0
ENST00000390525.1	60	5.05415	0	0
ENST00000390526.1	60	5.05415	0	0
ENST00000390527.1	64	5.14314	0	0
ENST00000390528.1	61	5.07609	0	0
ENST00000390530.1	59	5.03242	0	0
ENST00000390531.1	62	5.09823	0	0
ENST00000390532.1	60	5.05415	0	0
ENST00000390533.1	63	5.12058	0	0
ENST00000390534.1	62	5.09823	0	0
ENST00000390535.2	66	5.18891	0	0
ENST00000390536.2	62	5.09823	0	0
ENST00000390499.1	62	5.09823	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000361390.2	956	707	1121.7	49.7947
ENST00000361453.3	1042	793	1211.69	47.9561
ENST00000361624.2	1542	1293	42304.9	1026.87
ENST00000361739.1	684	435	3889.68	280.64
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	922.005	66.9845
ENST00000362079.2	784	535	9825	576.373
ENST00000361227.2	346	97.0678	273	88.2698
ENST00000361335.1	297	51.6221	180	109.436
ENST00000361381.2	1378	1129	2867.9	79.7252
ENST00000361567.2	1812	1563	2564.94	51.5042
ENST00000361681.2	525	276	634.994	72.208
ENST00000361789.2	1141	892	1912.96	67.3078
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	1.07634	0.0194145
ENST00000621424.4	2405	2156	7.50329	0.109226
ENST00000615165.1	1990	1741	0.86639	0.0156185
ENST00000400754.4	1599	1350	7.83661	0.182188
ENST00000617983.1	2404	2155	63.3203	0.92219
ENST00000613204.1	1213	964	9.10837	0.296544
ENST00000613230.1	2179	1930	152.978	2.48769
ENST00000614336.4	3728	3479	204.458	1.84448
ENST00000612640.4	2116	1867	53.9906	0.907609
ENST00000601199.2	510	261	14	1.6835
ENST00000612315.1	831	582	23	1.24031
ENST00000612919.1	372	123.003	29.7	7.57819
ENST00000612565.1	3027	2778	355.376	4.01495
ENST00000619792.1	2404	2155	0	0
ENST00000612848.1	740	491	31.3718	2.00531
ENST00000618003.1	351	102.039	6.17351	1.89885
ENST00000619729.1	294	49.2782	1.11614	0.710868
ENST00000612465.1	2195	1946	44.5409	0.718358
ENST00000618686.1	2237	1988	56	0.88409
ENST00000612882.1	1084	835	0	0
ENST00000622674.1	1343	1094	0	0
ENST00000614604.4	2132	1883	0	0
ENST00000620810.1	1988	1739	0	0
ENST00000710606.1	5619	5370	61.9941	0.362327
ENST00000643872.4	4662	4413	1534.43	10.9128
ENST00000628983.2	684	435	0	0
ENST00000611746.1	288	44.8343	109.16	76.4151
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0	0
ENST00000707315.1	708	459	0	0
ENST00000707316.1	428	179	0.5	0.0876681
ENST00000707237.1	3407	3158	0	0
ENST00000707238.1	2971	2722	19.4578	0.224352
ENST00000707239.1	483	234	0	0
ENST00000707240.1	825	576	2.51565	0.137073
ENST00000621028.1	1426	1177	2.2419	0.0597813
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	0	0
ENST00000707247.1	4324	4075	1.45214e-05	1.11842e-07
ENST00000710353.1	7691	7442	0	0
ENST00000707248.1	4483	4234	1.82773e-07	1.35483e-09
ENST00000707249.1	4656	4407	0	0
ENST00000707250.1	4587	4338	0	0
ENST00000707251.1	4535	4286	0.000265773	1.94618e-06
ENST00000707252.1	4239	3990	0	0
