target_id	length	eff_length	est_counts	tpm
ENST00000448155.2	376	127.002	4495.08	851.401
ENST00000509129.1	353	104.031	37.4784	8.66611
ENST00000390265.2	440	191	5039.02	634.627
ENST00000474213.1	395	146	80.3118	13.2322
ENST00000491977.1	390	141	438.207	74.7595
ENST00000453166.2	396	147	3114.28	509.621
ENST00000390268.2	390	141	10.6619	1.81895
ENST00000462693.1	390	141	180.569	30.8056
ENST00000436451.2	409	160	169.909	25.5448
ENST00000390270.2	445	196	424.348	52.0802
ENST00000390271.2	371	122.003	6.5995	1.30121
ENST00000483379.1	532	283	762.938	64.8499
ENST00000492446.1	378	129.001	265.03	49.4206
ENST00000417279.3	396	147	560.188	91.669
ENST00000611391.1	376	127.002	873.781	165.501
ENST00000377032.5	371	122.003	4799.45	946.295
ENST00000390277.3	444	195	2040.89	251.763
ENST00000390278.3	373	124.002	0	0
ENST00000468879.1	532	283	30.5281	2.5949
ENST00000471857.2	534	285	196.576	16.5917
ENST00000443397.5	384	135.001	417.146	74.3292
ENST00000421835.2	350	101.044	0	0
ENST00000429992.3	365	116.007	78.4769	16.2728
ENST00000390244.2	408	159	57	8.62351
ENST00000496168.1	532	283	8338.53	708.776
ENST00000390609.3	432	183	5660.98	744.126
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	13.6816	1.85939
ENST00000390612.3	425	176	42.1543	5.7615
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	2.57446	0.595291
ENST00000390617.2	366	117.006	89	18.2973
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	366.011	53.0387
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	5218.53	689.736
ENST00000603660.1	431	182	2242.83	296.436
ENST00000632950.2	410	161	0	0
ENST00000390611.2	381	132.001	0	0
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	326.276	43.8469
ENST00000390602.3	430	181	1005.57	133.641
ENST00000390604.2	425	176	8.54281	1.1676
ENST00000390601.3	473	224	987.299	106.025
ENST00000390619.2	425	176	0	0
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	16.043	2.38219
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	258.447	33.9725
ENST00000390625.3	439	190	394.055	49.8896
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	1133.21	84.6568
ENST00000390628.3	414	165	95.0115	13.8516
ENST00000390629.3	495	246	4689.78	458.59
ENST00000519403.2	307	59.9608	0	0
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	2211.8	316.696
ENST00000390595.3	395	146	1625.86	267.878
ENST00000455737.2	417	168	9731.55	1393.41
ENST00000631943.1	402	153	564.973	88.8266
ENST00000390597.3	378	129.001	298.627	55.6854
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	270.223	31.2511
ENST00000454421.2	431	182	0	0
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	4.9571	0.644558
ENST00000632209.1	353	104.031	0	0
ENST00000624687.1	411	162	1268.02	188.286
ENST00000617374.2	358	109.017	155.036	34.2092
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0	0
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	9.0298	1.39239
ENST00000632684.1	12	3.83025	0	0
ENST00000710614.1	16	4.09465	0	0
ENST00000631435.1	12	3.83025	0	0
ENST00000415118.1	8	3.3445	0	0
ENST00000448914.1	13	3.91173	0	0
ENST00000434970.2	9	3.4951	0	0
ENST00000379435.5	335	86.2066	0	0
ENST00000390364.3	412	163	2.5	0.368943
ENST00000390367.3	364	115.008	5.15715	1.07867
ENST00000426318.2	395	146	0	0
ENST00000390368.2	410	161	54.8373	8.19326
ENST00000390369.2	347	98.0609	1	0.245307
ENST00000454561.2	544	295	18	1.46777
ENST00000390371.3	388	139	9.9924	1.72926
ENST00000390372.3	350	101.044	4	0.952263
ENST00000390373.2	344	95.0839	0	0
ENST00000390374.3	392	143	17.6786	2.97384
ENST00000390375.2	384	135.001	8.5	1.51457
ENST00000390376.2	341	92.1144	0	0
ENST00000390377.1	347	98.0609	1.16072	0.284732
ENST00000390378.1	343	94.0931	0	0
ENST00000612787.1	347	98.0609	63.6357	15.6103
ENST00000614171.1	374	125.002	5.5	1.0584
ENST00000611462.1	368	119.005	39.7992	8.04482
ENST00000611787.1	392	143	4.65927	0.783769
ENST00000620569.1	409	160	172.54	25.9404
ENST00000617347.1	406	157	23.9598	3.67104
ENST00000621184.1	411	162	3.5	0.519708
ENST00000417977.2	447	198	18	2.18682
ENST00000444775.2	1735	1486	150	2.42817
ENST00000390343.2	468	219	115.879	12.7283
ENST00000390344.2	552	303	91.2827	7.2469
ENST00000390345.2	688	439	200.867	11.0065
ENST00000390346.2	537	288	149.036	12.4482
ENST00000426402.2	544	295	153.673	12.5309
ENST00000390348.2	465	216	19.5648	2.17885
ENST00000617639.1	406	157	5.5	0.842693
ENST00000616518.1	421	172	5	0.699275
ENST00000620773.1	347	98.0609	0.5	0.122654
ENST00000619103.1	344	95.0839	0	0
ENST00000611520.1	428	179	38	5.10666
ENST00000390393.3	552	303	124	9.84431
ENST00000390394.3	413	164	129.5	18.9947
ENST00000390396.1	347	98.0609	5.5	1.34919
ENST00000390397.2	381	132.001	9	1.64011
ENST00000390398.3	381	132.001	16	2.91575
ENST00000390399.3	387	138	33	5.75228
ENST00000390400.2	364	115.008	7.5	1.5687
ENST00000422143.2	402	153	27	4.24501
ENST00000634176.1	364	115.008	5.15715	1.07867
ENST00000633265.1	392	143	0	0
ENST00000632248.1	412	163	2.5	0.368943
ENST00000633313.1	347	98.0609	1	0.245307
ENST00000632187.1	350	101.044	4	0.952263
ENST00000634111.1	392	143	4.65927	0.783769
ENST00000632638.1	552	303	0	0
ENST00000631824.1	406	157	23.9598	3.67104
ENST00000632308.1	380	131.001	0	0
ENST00000610439.4	381	132.001	0	0
ENST00000631663.1	344	95.0839	0	0
ENST00000634123.1	343	94.0931	0	0
ENST00000632021.1	347	98.0609	0	0
ENST00000633790.1	343	94.0931	0	0
ENST00000633283.1	387	138	33	5.75228
ENST00000631392.1	386	137	168.925	29.6604
ENST00000632829.1	411	162	3.5	0.519708
ENST00000633466.1	413	164	129.5	18.9947
ENST00000631427.1	455	206	54.9231	6.41348
ENST00000633575.1	395	146	5	0.823803
ENST00000633328.1	390	141	91	15.5249
ENST00000390340.3	357	108.019	1	0.222692
ENST00000390341.3	360	111.014	137	29.686
ENST00000631511.1	386	137	0	0
ENST00000631882.1	397	148	48.75	7.92354
ENST00000631559.1	428	179	38	5.10666
ENST00000633842.1	347	98.0609	5.5	1.34919
ENST00000632560.1	347	98.0609	36	8.83107
ENST00000633696.1	544	295	2	0.163085
ENST00000633796.1	374	125.002	5.5	1.0584
ENST00000619125.2	364	115.008	7.5	1.5687
ENST00000633072.1	410	161	54.8373	8.19326
ENST00000632432.1	406	157	5.5	0.842693
ENST00000632512.1	455	206	6.53846	0.76351
ENST00000631639.1	478	229	8	0.840351
ENST00000633384.1	652	403	175	10.4457
ENST00000632148.1	424	175	14.1783	1.94892
ENST00000631548.1	347	98.0609	1.16072	0.284732
ENST00000632828.1	421	172	0	0
ENST00000633244.1	347	98.0609	0.5	0.122654
ENST00000631557.1	401	152	40.0617	6.34005
ENST00000633092.1	381	132.001	0	0
ENST00000634093.1	344	95.0839	0	0
ENST00000632713.1	373	124.002	0	0
ENST00000631471.1	344	95.0839	8.20075	2.07469
ENST00000632216.1	384	135.001	8.5	1.51457
ENST00000633472.1	365	116.007	2.5	0.518396
ENST00000632016.1	392	143	0	0
ENST00000631690.1	447	198	0	0
ENST00000633292.1	409	160	172.54	25.9404
ENST00000632422.1	391	142	15.5314	2.63104
ENST00000632425.1	407	158	0	0
ENST00000634198.1	402	153	27	4.24501
ENST00000633963.1	390	141	9.85286	1.68093
ENST00000631835.1	421	172	5	0.699275
ENST00000455382.2	421	172	45	6.29347
ENST00000390387.3	391	142	15.5314	2.63104
ENST00000390357.3	373	124.002	43	8.34151
ENST00000390381.3	652	403	175	10.4457
ENST00000390353.2	401	152	40.0617	6.34005
ENST00000547918.2	380	131.001	0	0
ENST00000390392.3	455	206	6.53846	0.76351
ENST00000634383.1	424	175	14.1783	1.94892
ENST00000634605.1	394	145	217.508	36.0838
ENST00000390360.3	365	116.007	2.5	0.518396
ENST00000390361.3	397	148	3.25	0.528236
ENST00000390362.1	343	94.0931	0	0
ENST00000390363.2	390	141	0	0
ENST00000390469.2	520	271	49	4.34944
ENST00000535880.2	425	176	36	4.92035
ENST00000542354.1	392	143	58	9.75659
ENST00000390423.2	402	153	50	7.86113
ENST00000390424.2	348	99.0546	34	8.25678
ENST00000390425.2	519	270	51	4.54373
ENST00000390426.2	395	146	43	7.0847
ENST00000390427.3	352	103.035	64	14.9418
ENST00000390428.3	404	155	14	2.17271
ENST00000390429.3	337	88.1704	0	0
ENST00000390430.2	473	224	8	0.859109
ENST00000390431.3	338	89.1545	0	0
ENST00000390432.2	379	130.001	7	1.29526
ENST00000390433.1	340	91.1266	140	36.9564
ENST00000390434.3	566	317	45.128	3.42447
ENST00000390435.1	341	92.1144	5	1.30572
ENST00000390436.2	360	111.014	59	12.7845
ENST00000390437.2	445	196	48	5.89103
ENST00000390438.2	469	220	33.872	3.70361
ENST00000390439.2	410	161	43	6.42464
ENST00000390440.2	425	176	23	3.14356
ENST00000390441.2	394	145	58	9.62202
ENST00000390442.3	399	150	88	14.1123
ENST00000390443.3	561	312	50	3.85498
ENST00000390444.1	329	80.3587	23	6.88496
ENST00000390445.2	484	235	77	7.88187
ENST00000390446.3	440	191	6	0.755656
ENST00000390447.3	467	218	65	7.17238
ENST00000390448.3	406	157	16	2.45147
ENST00000390449.3	343	94.0931	25	6.39129
ENST00000390450.3	464	215	26	2.90898
ENST00000390451.2	409	160	36	5.41239
ENST00000390452.2	365	116.007	169	35.0435
ENST00000390453.1	343	94.0931	15	3.83478
ENST00000390454.2	403	154	15	2.34302
ENST00000390455.3	537	288	34	2.83983
ENST00000390456.3	341	92.1144	0	0
ENST00000390457.2	425	176	16	2.18682
ENST00000390458.3	469	220	17	1.8588
ENST00000557168.1	337	88.1704	19	5.18367
ENST00000390460.1	327	78.4275	15	4.60076
ENST00000390461.2	349	100.049	26	6.25126
ENST00000390463.3	356	107.022	10	2.24768
ENST00000390464.2	353	104.031	7.91866	1.83103
ENST00000390465.2	395	146	13.0813	2.15529
ENST00000390466.1	331	82.2997	16	4.67658
ENST00000390467.3	317	68.9638	2	0.697614
ENST00000390468.1	336	87.1877	5	1.3795
ENST00000697100.1	462	213	17	1.91989
ENST00000633705.1	760	511	2818.69	132.688
ENST00000436911.6	1013	764	1410.99	44.426
ENST00000443402.6	2730	2481	237.167	2.2995
ENST00000632136.1	760	511	623.047	29.3296
ENST00000622053.4	755	506	6197.97	294.649
ENST00000466254.1	758	509	812.296	38.3886
ENST00000390477.2	720	471	1862	95.0966
ENST00000611116.2	978	729	4733	156.176
ENST00000632951.1	48	4.80593	0	0
ENST00000633553.1	48	4.80593	0	0
ENST00000633780.1	50	4.84548	0	0
ENST00000632041.1	51	4.86552	0	0
ENST00000634000.1	50	4.84548	0	0
ENST00000633713.1	53	4.90612	0	0
ENST00000390412.1	50	4.84548	0	0
ENST00000390413.1	51	4.86552	0	0
ENST00000390414.1	46	4.76704	0	0
ENST00000390415.1	49	4.82562	0	0
ENST00000390416.1	50	4.84548	0	0
ENST00000390417.1	48	4.80593	0	0
ENST00000390418.1	53	4.90612	0	0
ENST00000390419.1	47	4.7864	0	0
ENST00000390333.1	50	4.84548	0	0
ENST00000390334.1	60	5.05415	0	0
ENST00000390337.1	50	4.84548	0	0
ENST00000390338.2	61	5.07609	0	0
ENST00000390339.1	60	5.05415	0	0
ENST00000633209.1	46	4.76704	0	0
ENST00000632228.1	53	4.90612	0	0
ENST00000633507.1	50	4.84548	0	0
ENST00000631600.1	50	4.84548	0	0
ENST00000633891.1	51	4.86552	0	0
ENST00000633188.1	51	4.86552	0	0
ENST00000632996.1	53	4.90612	0	0
ENST00000633660.1	47	4.7864	0	0
ENST00000633936.1	50	4.84548	0	0
ENST00000634213.1	48	4.80593	0	0
ENST00000631840.1	49	4.82562	0	0
ENST00000634149.1	48	4.80593	0	0
ENST00000631745.1	48	4.80593	0	0
ENST00000633836.1	50	4.84548	0	0
ENST00000390473.1	51	4.86552	0	0
ENST00000390484.1	60	5.05415	0	0
ENST00000390488.1	56	4.96841	0	0
ENST00000390476.1	59	5.03242	0	0
ENST00000390489.1	63	5.12058	0	0
ENST00000390480.2	54	4.9267	0	0
ENST00000390479.2	60	5.05415	0	0
ENST00000390481.1	63	5.12058	0	0
ENST00000390474.1	48	4.80593	0	0
ENST00000390490.1	57	4.98955	0	0
ENST00000390475.1	54	4.9267	0	0
ENST00000390483.1	62	5.09823	0	0
ENST00000390485.1	66	5.18891	0	0
ENST00000390492.1	66	5.18891	0	0
ENST00000390486.1	69	5.25923	0	0
ENST00000390482.1	63	5.12058	0	0
ENST00000390487.1	60	5.05415	0	0
ENST00000390491.1	63	5.12058	0	0
ENST00000390493.1	63	5.12058	0	0
ENST00000390494.1	54	4.9267	0	0
ENST00000390495.1	66	5.18891	0	0
ENST00000390496.1	62	5.09823	0	0
ENST00000390497.1	61	5.07609	0	0
ENST00000390498.1	63	5.12058	0	0
ENST00000612375.1	65	5.16592	0	0
ENST00000614481.1	58	5.01088	0	0
ENST00000390502.1	59	5.03242	0	0
ENST00000390503.1	58	5.01088	0	0
ENST00000390504.1	57	4.98955	0	0
ENST00000390505.1	66	5.18891	0	0
ENST00000390506.1	57	4.98955	0	0
ENST00000390507.1	57	4.98955	0	0
ENST00000390508.1	60	5.05415	0	0
ENST00000390509.1	66	5.18891	0	0
ENST00000390510.1	59	5.03242	0	0
ENST00000390511.1	60	5.05415	0	0
ENST00000390512.2	60	5.05415	0	0
ENST00000390513.1	63	5.12058	0	0
ENST00000390514.1	63	5.12058	0	0
ENST00000390515.1	63	5.12058	0	0
ENST00000390516.1	55	4.94746	0	0
ENST00000390517.1	57	4.98955	0	0
ENST00000390518.1	60	5.05415	0	0
ENST00000390519.1	66	5.18891	0	0
ENST00000390520.1	63	5.12058	0	0
ENST00000390521.1	60	5.05415	0	0
ENST00000390523.1	52	4.88573	0	0
ENST00000390524.1	63	5.12058	0	0
ENST00000390525.1	60	5.05415	0	0
ENST00000390526.1	60	5.05415	0	0
ENST00000390527.1	64	5.14314	0	0
ENST00000390528.1	61	5.07609	0	0
ENST00000390530.1	59	5.03242	0	0
ENST00000390531.1	62	5.09823	0	0
ENST00000390532.1	60	5.05415	0	0
ENST00000390533.1	63	5.12058	0	0
ENST00000390534.1	62	5.09823	0	0
ENST00000390535.2	66	5.18891	0	0
ENST00000390536.2	62	5.09823	0	0
ENST00000390499.1	62	5.09823	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000361390.2	956	707	986.6	33.5682
ENST00000361453.3	1042	793	806.15	24.4539
ENST00000361624.2	1542	1293	34024.6	632.996
ENST00000361739.1	684	435	7675.17	424.429
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	1049.01	58.4119
ENST00000362079.2	784	535	11582.3	520.771
ENST00000361227.2	346	97.0678	511	126.635
ENST00000361335.1	297	51.6221	40	18.6394
ENST00000361381.2	1378	1129	2748.98	58.5711
ENST00000361567.2	1812	1563	2232.84	34.3641
ENST00000361681.2	525	276	547	47.6743
ENST00000361789.2	1141	892	1666	44.9279
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0	0
ENST00000621424.4	2405	2156	17.1647	0.191511
ENST00000615165.1	1990	1741	10.1062	0.139635
ENST00000400754.4	1599	1350	6.60509e-07	1.17693e-08
ENST00000617983.1	2404	2155	102.517	1.14434
ENST00000613204.1	1213	964	23.1548	0.577791
ENST00000613230.1	2179	1930	314.386	3.91843
ENST00000614336.4	3728	3479	335.388	2.31899
ENST00000612640.4	2116	1867	60.3914	0.778103
ENST00000601199.2	510	261	11	1.01381
ENST00000612315.1	831	582	10	0.413317
ENST00000612919.1	372	123.003	21.2283	4.15152
ENST00000612565.1	3027	2778	299.514	2.59353
ENST00000619792.1	2404	2155	0	0
ENST00000612848.1	740	491	51.4632	2.52128
ENST00000618003.1	351	102.039	1089.91	256.938
ENST00000619729.1	294	49.2782	210.419	102.716
ENST00000612465.1	2195	1946	651.146	8.049
ENST00000618686.1	2237	1988	84	1.01641
ENST00000612882.1	1084	835	0	0
ENST00000622674.1	1343	1094	0	0
ENST00000614604.4	2132	1883	0	0
ENST00000620810.1	1988	1739	0	0
ENST00000710606.1	5619	5370	97.5768	0.437098
ENST00000643872.4	4662	4413	1700.1	9.26718
ENST00000628983.2	684	435	76.7262	4.24288
ENST00000611746.1	288	44.8343	543.312	291.504
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0.5	0.0101842
ENST00000707315.1	708	459	0	0
ENST00000707316.1	428	179	0	0
ENST00000707237.1	3407	3158	0	0
ENST00000707238.1	2971	2722	57.7596	0.510438
ENST00000707239.1	483	234	0	0
ENST00000707240.1	825	576	13.4213	0.560505
ENST00000621028.1	1426	1177	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	0	0
ENST00000707247.1	4324	4075	41.6079	0.245615
ENST00000710353.1	7691	7442	0	0
ENST00000707248.1	4483	4234	0	0
ENST00000707249.1	4656	4407	0	0
ENST00000707250.1	4587	4338	0	0
ENST00000707251.1	4535	4286	9.40617e-07	5.27919e-09
ENST00000707252.1	4239	3990	0.0263438	0.000158822
ENST00000707253.1	6488	6239	0	0
ENST00000707254.1	4537	4288	2.19649	0.012322
ENST00000707255.1	4406	4157	15.4489	0.0893971
